Rate Plan Name,Device Name/Identifier,SKU / IMEI,,,,,,,,,,,,,,,,,,Phone Savings,MyTab Amount Max Limit,Trade In Promo Limit (Percentage),Offer Start Date,Offer End Date,,,,,,,,,,,,,,,,Description
Unlimited 4G LTE Holiday 2020 (T0),ZTE Blade A3 Black,885913108247,,,,,,,,,,,,,,,,,,0,79,,07-12-2020 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - ZTE BLADE A3 L Black Postpaid,629258114088,,,,,,,,,,,,,,,,,,0,79,,07-12-2020 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - ZTE BLADE A3 L Black Prepaid Clamshell,629258114187,,,,,,,,,,,,,,,,,,0,79,,07-12-2020 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),Samsung Galaxy Note20 Ultra 5G 512GB Mystic Black,887276446318,,,,,,,,,,,,,,,,,,0,1750,,29-07-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - Samsung Galaxy Note20 Ultra 5G 512GB Mystic Black,629258114279,,,,,,,,,,,,,,,,,,0,1750,,29-07-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 11 Pro Max 256GB Space Grey,190199380769,,,,,,,,,,,,,,,,,,0,1344,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 11 Pro Max 256GB Silver,190199380783,,,,,,,,,,,,,,,,,,0,1344,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 11 Pro Max 256GB Gold,190199380806,,,,,,,,,,,,,,,,,,0,1344,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 11 Pro Max 256GB Midnight Green,190199380820,,,,,,,,,,,,,,,,,,0,1344,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 11 Pro Max 256GB Gold,629258114293,,,,,,,,,,,,,,,,,,0,1344,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 11 Pro Max 256GB Space Grey,629258114309,,,,,,,,,,,,,,,,,,0,1344,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 11 Pro Max 256GB Midnight Green,629258114248,,,,,,,,,,,,,,,,,,0,1344,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),Samsung Note 10+ Aura Black,887276347745,,,,,,,,,,,,,,,,,,0,1104,,07-12-2020 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - Samsung Note 10+ Aura Black,629258107431,,,,,,,,,,,,,,,,,,0,1104,,07-12-2020 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),Samsung Note 10+ Aura Glow,887276362144,,,,,,,,,,,,,,,,,,0,1104,,07-12-2020 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - Samsung Note 10+ Aura Glow,629258107462,,,,,,,,,,,,,,,,,,0,1104,,07-12-2020 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,0,816,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 128GB Green,194252012734,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 128GB Green,629258114682,,,,,,,,,,,,,,,,,,0,888,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 256GB Black,194252012765,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 256GB Black,629258114699,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 256GB White,194252012796,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 256GB White,629258114705,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 256GB (PRODUCT)RED,194252012826,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 256GB (PRODUCT)RED,629258114712,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 256GB Blue,194252012857,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 256GB Blue,629258114729,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 mini 256GB Green,194252012888,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 mini 256GB Green,629258114736,,,,,,,,,,,,,,,,,,0,1032,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 128GB Graphite,194252020548,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 128GB Graphite,629258114866,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 128GB Silver,194252020579,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 128GB Silver,629258114873,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 128GB Gold,194252020609,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 128GB Gold,629258114880,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 128GB Pacfic Blue,194252020630,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 128GB Pacfic Blue,629258114897,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 256GB Graphite,194252020661,,,,,,,,,,,,,,,,,,0,1584,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 256GB Graphite,629258114903,,,,,,,,,,,,,,,,,,0,1584,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 256GB Silver,194252020692,,,,,,,,,,,,,,,,,,0,1584,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 256GB Silver,629258114910,,,,,,,,,,,,,,,,,,0,1584,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 256GB Gold,194252020722,,,,,,,,,,,,,,,,,,0,1584,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 256GB Gold,629258114927,,,,,,,,,,,,,,,,,,0,1584,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 256GB Pacfic Blue,194252020753,,,,,,,,,,,,,,,,,,0,1584,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 256GB Pacfic Blue,629258114934,,,,,,,,,,,,,,,,,,0,1584,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 512GB Graphite,194252020784,,,,,,,,,,,,,,,,,,0,1872,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 512GB Graphite,629258114941,,,,,,,,,,,,,,,,,,0,1872,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 512GB Silver,194252020814,,,,,,,,,,,,,,,,,,0,1872,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 512GB Silver,629258114958,,,,,,,,,,,,,,,,,,0,1872,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 512GB Gold,194252020845,,,,,,,,,,,,,,,,,,0,1872,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 512GB Gold,629258114965,,,,,,,,,,,,,,,,,,0,1872,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),iPhone 12 Pro Max 512GB Pacfic Blue,194252020876,,,,,,,,,,,,,,,,,,0,1872,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE Holiday 2020 (T0),3PR - iPhone 12 Pro Max 512GB Pacfic Blue,629258114972,,,,,,,,,,,,,,,,,,0,1872,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),Samsung Galaxy Z Flip 5G Mystic Bronze,887276451503,,,,,,,,,,,,,,,,,,0,1580,,14-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),Samsung Galaxy Z Flip 5G Mystic Grey,887276451510,,,,,,,,,,,,,,,,,,0,1580,,14-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - Samsung Galaxy Z Flip 5G Mystic Bronze,629258114286,,,,,,,,,,,,,,,,,,0,1580,,14-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),Moto RAZR Black,840023201202,,,,,,,,,,,,,,,,,,0,1358,,02-03-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),Galaxy S20 Ultra 5G 128GB Gray,887276395654,,,,,,,,,,,,,,,,,,0,1270,,05-02-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),Galaxy S20 Ultra 5G 128GB Black,887276395647,,,,,,,,,,,,,,,,,,0,1270,,05-02-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - Galaxy S20 Ultra 5G 128GB Gray,629258114064,,,,,,,,,,,,,,,,,,0,1270,,05-02-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 512GB Silver,194252037300,,,,,,,,,,,,,,,,,,0,1704,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 512GB Pacfic Blue,194252037362,,,,,,,,,,,,,,,,,,0,1704,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 512GB Graphite,194252037270,,,,,,,,,,,,,,,,,,0,1704,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 512GB Gold,194252037331,,,,,,,,,,,,,,,,,,0,1704,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 12 Pro 512GB Silver,629258114835,,,,,,,,,,,,,,,,,,0,1704,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 12 Pro 512GB Pacfic Blue,629258114859,,,,,,,,,,,,,,,,,,0,1704,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 12 Pro 512GB Graphite,629258114828,,,,,,,,,,,,,,,,,,0,1704,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 12 Pro 512GB Gold,629258114842,,,,,,,,,,,,,,,,,,0,1704,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),Samsung Galaxy Note20 Ultra 5G 128GB Mystic Bronze,887276446301,,,,,,,,,,,,,,,,,,0,1540,,29-07-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),Samsung Galaxy Note20 Ultra 5G 128GB Mystic Black,887276434759,,,,,,,,,,,,,,,,,,0,1540,,29-07-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - Samsung Galaxy Note20 Ultra 5G 128GB Mystic Bronze,629258114255,,,,,,,,,,,,,,,,,,0,1540,,29-07-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - Samsung Galaxy Note20 Ultra 5G 128GB Mystic Black,629258114262,,,,,,,,,,,,,,,,,,0,1540,,29-07-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 256GB Silver,194252037188,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 256GB Pacfic Blue,194252037249,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 256GB Graphite,194252037157,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 256GB Gold,194252037218,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 12 Pro 256GB Silver,629258114798,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 12 Pro 256GB Pacfic Blue,629258114811,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 12 Pro 256GB Graphite,629258114781,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 12 Pro 256GB Gold,629258114804,,,,,,,,,,,,,,,,,,0,1440,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),Galaxy S20 Plus 5G 128GB Black,887276394848,,,,,,,,,,,,,,,,,,0,1082,,14-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),Galaxy S20 Plus 5G 128GB Blue,887276394862,,,,,,,,,,,,,,,,,,0,1082,,14-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - Galaxy S20 Plus 5G 128GB Black,629258114033,,,,,,,,,,,,,,,,,,0,1082,,14-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - Galaxy S20 Plus 5G 128GB Blue,629258114040,,,,,,,,,,,,,,,,,,0,1082,,14-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 11 Pro Max 64GB Space Grey,190199380684,,,,,,,,,,,,,,,,,,0,1224,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 11 Pro Max 64GB Silver,190199380707,,,,,,,,,,,,,,,,,,0,1224,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 11 Pro Max 64GB Gold,190199380721,,,,,,,,,,,,,,,,,,0,1224,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 11 Pro Max 64GB Midnight Green,190199380745,,,,,,,,,,,,,,,,,,0,1224,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 11 Pro Max 64GB Silver,629258107561,,,,,,,,,,,,,,,,,,0,1224,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 11 Pro Max 64GB Midnight Green,629258107578,,,,,,,,,,,,,,,,,,0,1224,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 11 Pro Max 64GB Space Grey,629258107585,,,,,,,,,,,,,,,,,,0,1224,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 11 Pro Max 64GB Gold,629258107592,,,,,,,,,,,,,,,,,,0,1224,,11-06-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 128GB Silver,194252037065,,,,,,,,,,,,,,,,,,0,1296,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 128GB Pacfic Blue,194252037126,,,,,,,,,,,,,,,,,,0,1296,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 128GB Graphite,194252037034,,,,,,,,,,,,,,,,,,0,1296,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),iPhone 12 Pro 128GB Gold,194252037096,,,,,,,,,,,,,,,,,,0,1296,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
Unlimited 4G LTE + U.S. and Mexico Holiday 2020 (T0),3PR - iPhone 12 Pro 128GB Silver,629258114750,,,,,,,,,,,,,,,,,,0,1296,,01-12-2021 00:00:00,31-12-9999 00:00:00,,,,,,,,,,,,,,,,NA
