Tab Rate Plan Group,Device Name/Identifier,SKU / IMEI,,,,,,,,,,,,,,,,,,Phone Savings,MyTab Amount Max Limit,Trade In Promo Limit (Percentage),,,,,,,,,,,,,,,,,,Device Description
Group 4b,iPhone XS 64GB Silver,190198790446,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone XS 64GB Silver,190198790446,,,,,,,,,,,,,,,,,,659,1379,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone XS 64GB Silver,190198790446,,,,,,,,,,,,,,,,,,659,1379,,,,,,,,,,,,,,,,,,,
Group 6,iPhone XS 64GB Silver,190198790446,,,,,,,,,,,,,,,,,,779,1379,,,,,,,,,,,,,,,,,,,
Group 7,iPhone XS 64GB Silver,190198790446,,,,,,,,,,,,,,,,,,1019,1379,,,,,,,,,,,,,,,,,,,
Group 8,iPhone XS 64GB Silver,190198790446,,,,,,,,,,,,,,,,,,1379,1379,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,659,1379,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,659,1379,,,,,,,,,,,,,,,,,,,
Group 6,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,779,1379,,,,,,,,,,,,,,,,,,,
Group 7,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,1019,1379,,,,,,,,,,,,,,,,,,,
Group 8,iPhone XS 64GB Gold,190198790484,,,,,,,,,,,,,,,,,,1379,1379,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,659,1379,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,659,1379,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,779,1379,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,1019,1379,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone XS 64GB Space Grey,629258107172,,,,,,,,,,,,,,,,,,1379,1379,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,659,1379,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,659,1379,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,779,1379,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,1019,1379,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone XS 64GB Gold,629258107189,,,,,,,,,,,,,,,,,,1379,1379,,,,,,,,,,,,,,,,,,,
Group 1_1,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,100,1300,,,,,,,,,,,,,,,,,,,
Group 4a,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,100,1300,,,,,,,,,,,,,,,,,,,
Group 5,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,340,1300,,,,,,,,,,,,,,,,,,,
Group 5a,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,340,1300,,,,,,,,,,,,,,,,,,,
Group 6,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,460,1300,,,,,,,,,,,,,,,,,,,
Group 7,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,580,1300,,,,,,,,,,,,,,,,,,,
Group 8,Samsung Note 9 Blue,887276279916,,,,,,,,,,,,,,,,,,940,1300,,,,,,,,,,,,,,,,,,,
Group 1_1,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,100,1300,,,,,,,,,,,,,,,,,,,
Group 4a,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,100,1300,,,,,,,,,,,,,,,,,,,
Group 5,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,340,1300,,,,,,,,,,,,,,,,,,,
Group 5a,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,340,1300,,,,,,,,,,,,,,,,,,,
Group 6,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,460,1300,,,,,,,,,,,,,,,,,,,
Group 7,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,580,1300,,,,,,,,,,,,,,,,,,,
Group 8,Samsung Note 9 Black,887276270173,,,,,,,,,,,,,,,,,,940,1300,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,100,1300,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,100,1300,,,,,,,,,,,,,,,,,,,
Group 5,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,340,1300,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,340,1300,,,,,,,,,,,,,,,,,,,
Group 6,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,460,1300,,,,,,,,,,,,,,,,,,,
Group 7,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,580,1300,,,,,,,,,,,,,,,,,,,
Group 8,3PR - Samsung Note 9 Black,629258107127,,,,,,,,,,,,,,,,,,940,1300,,,,,,,,,,,,,,,,,,,
Group 1_1,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,100,1252,,,,,,,,,,,,,,,,,,,
Group 4a,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 5a,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 6,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,789,1269,,,,,,,,,,,,,,,,,,,
Group 7,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,789,1269,,,,,,,,,,,,,,,,,,,
Group 8,Samsung Note 8 Blue,887276231297,,,,,,,,,,,,,,,,,,789,1269,,,,,,,,,,,,,,,,,,,
Group 1_1,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,100,1252,,,,,,,,,,,,,,,,,,,
Group 4a,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 5a,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 6,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,789,1269,,,,,,,,,,,,,,,,,,,
Group 7,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,789,1269,,,,,,,,,,,,,,,,,,,
Group 8,Samsung Note 8 Black,887276226996,,,,,,,,,,,,,,,,,,789,1269,,,,,,,,,,,,,,,,,,,
Group 1_1,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,100,1180,,,,,,,,,,,,,,,,,,,
Group 4a,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,150,750,,,,,,,,,,,,,,,,,,,
Group 5a,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,150,750,,,,,,,,,,,,,,,,,,,
Group 6,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,150,990,,,,,,,,,,,,,,,,,,,
Group 7,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,299,1259,,,,,,,,,,,,,,,,,,,
Group 8,Google Pixel 3 XL 128GB Black,842776109828,,,,,,,,,,,,,,,,,,419,1259,,,,,,,,,,,,,,,,,,,
Group 1_1,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,100,1180,,,,,,,,,,,,,,,,,,,
Group 4a,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,150,750,,,,,,,,,,,,,,,,,,,
Group 5a,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,150,750,,,,,,,,,,,,,,,,,,,
Group 6,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,150,990,,,,,,,,,,,,,,,,,,,
Group 7,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,299,1259,,,,,,,,,,,,,,,,,,,
Group 8,Google Pixel 3 XL 128GB White,842776109811,,,,,,,,,,,,,,,,,,419,1259,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,100,1228,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,270,870,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,270,870,,,,,,,,,,,,,,,,,,,
Group 6,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,409,1249,,,,,,,,,,,,,,,,,,,
Group 7,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,649,1249,,,,,,,,,,,,,,,,,,,
Group 8,iPhone X 64GB Space Grey,190198457240,,,,,,,,,,,,,,,,,,649,1249,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,100,1228,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,270,870,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,270,870,,,,,,,,,,,,,,,,,,,
Group 6,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,409,1249,,,,,,,,,,,,,,,,,,,
Group 7,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,649,1249,,,,,,,,,,,,,,,,,,,
Group 8,iPhone X 64GB Silver,190198457608,,,,,,,,,,,,,,,,,,649,1249,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,100,1228,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,270,870,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,270,870,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,409,1249,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,649,1249,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhoneX 64GB Space Grey,629258107080,,,,,,,,,,,,,,,,,,649,1249,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,100,628,,,,,,,,,,,,,,,,,,,
Group 3,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,100,869,,,,,,,,,,,,,,,,,,,
Group 4,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,100,869,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,242,770,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,242,770,,,,,,,,,,,,,,,,,,,
Group 6,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,242,770,,,,,,,,,,,,,,,,,,,
Group 7,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,509,869,,,,,,,,,,,,,,,,,,,
Group 8,iPhone XR 256GB Black,190198776655,,,,,,,,,,,,,,,,,,869,869,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,100,1156,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,260,860,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,260,860,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,439,1159,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,559,1159,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 8 Plus 256GB Space Grey,190198455321,,,,,,,,,,,,,,,,,,679,1159,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,100,1156,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,260,860,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,260,860,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,439,1159,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,559,1159,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 8 Plus 256GB Silver,190198455680,,,,,,,,,,,,,,,,,,679,1159,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,100,1156,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,260,860,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,260,860,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,439,1159,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,559,1159,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 8 Plus 256GB Gold,190198456045,,,,,,,,,,,,,,,,,,679,1159,,,,,,,,,,,,,,,,,,,
Group 1_1,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,100,1108,,,,,,,,,,,,,,,,,,,
Group 4a,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,169,769,,,,,,,,,,,,,,,,,,,
Group 5a,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,169,769,,,,,,,,,,,,,,,,,,,
Group 6,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,169,1009,,,,,,,,,,,,,,,,,,,
Group 7,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,289,1129,,,,,,,,,,,,,,,,,,,
Group 8,Google Pixel 3 XL 64GB Black,842776109859,,,,,,,,,,,,,,,,,,409,1129,,,,,,,,,,,,,,,,,,,
Group 1_1,Google Pixel 3 XL 64GB White,842776109842,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,Google Pixel 3 XL 64GB White,842776109842,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,Google Pixel 3 XL 64GB White,842776109842,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
