Freedom Special 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2119,,,,,,,,,,,,,,,,Everywhere Canada 75,1000392,,,,,,,,,,,,,,,,,,,
GRAND OPENING 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2123,,,,,,,,,,,,,,,,Everywhere Canada 100,1000393,,,,,,,,,,,,,,,,,,,
Freedom Special 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2129,,,,,,,,,,,,,,,,Everywhere Canada 100,1000393,,,,,,,,,,,,,,,,,,,
GRAND OPENING 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2133,,,,,,,,,,,,,,,,Big Gig 50,1000394,,,,,,,,,,,,,,,,,,,
Freedom Special 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2139,,,,,,,,,,,,,,,,Big Gig 50,1000394,,,,,,,,,,,,,,,,,,,
GRAND OPENING 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2143,,,,,,,,,,,,,,,,Big Gig 70,1000395,,,,,,,,,,,,,,,,,,,
Freedom Special 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2149,,,,,,,,,,,,,,,,Big Gig 70,1000395,,,,,,,,,,,,,,,,,,,
GRAND OPENING 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2153,,,,,,,,,,,,,,,,Big Gig 90,1000396,,,,,,,,,,,,,,,,,,,
Freedom Special 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2159,,,,,,,,,,,,,,,,Big Gig 90,1000396,,,,,,,,,,,,,,,,,,,
GRAND OPENING 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2200,,,,,,,,,,,,,,,,Promo Everywhere Canada 50,1000399,,,,,,,,,,,,,,,,,,,
Freedom Special 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2206,,,,,,,,,,,,,,,,Promo Everywhere Canada 50,1000399,,,,,,,,,,,,,,,,,,,
GRAND OPENING 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2237,,,,,,,,,,,,,,,,Promo Big Gig Everywhere Canada 50,1000402,,,,,,,,,,,,,,,,,,,
Freedom Special 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2243,,,,,,,,,,,,,,,,Promo Big Gig Everywhere Canada 50,1000402,,,,,,,,,,,,,,,,,,,
GRAND OPENING 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2250,,,,,,,,,,,,,,,,Promo Big Gig Everywhere Canada 60,1000403,,,,,,,,,,,,,,,,,,,
Freedom Special 50,fGW_PRO_RULE_RatePlanTo&,RatePlanTo,Init+Rec,2256,,,,,,,,,,,,,,,,Promo Big Gig Everywhere Canada 60,1000403,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_Channel&,Channel,Init,9776,,,,,,,,,,,,,,,,Call Centre,,,,,,,,,,,,,,,,,,,,
1000 ILD Minutes Promo,fGW_PRO_RULE_Channel&,Channel,Init,9777,,,,,,,,,,,,,,,,CAP,,,,,,,,,,,,,,,,,,,,
